id,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,key,tempo,time_signature,like
46C2PfttuZMi8FqpoYA5UK,0.9989959822724604,0.3623481781376518,0.033707414427696036,0.8829465186680121,0.26526423807080557,0.2056569837632738,0.0484984984984985,0.2157258064516129,8.0,84.46799999999998,1.0,0
2FrYg75pDnrgXfAVqKVnYB,0.5160634553260053,0.7105263157894738,0.7733449669544985,0.834510595358224,0.2478193945613135,0.787493532411856,0.048798798798798795,0.18649193548387097,0.0,106.007,4.0,0
38Q0esC1cBceXOMigtCHSD,0.25401482843821976,0.4574898785425101,0.4413856043967065,0.0018768920282542887,0.20061570035915852,0.7523344913395914,0.10660660660660659,0.2661290322580645,11.0,150.12,4.0,0
3IuWWihWnf17KjEgThH6ZU,0.00019513084534728394,0.714574898785425,0.9859594227316946,0.8506559031281533,0.08732683427398664,0.8152364057456821,0.07822822822822822,0.3800403225806452,11.0,129.998,4.0,0
4k6hX9RKD096K1NCjjJZLc,0.8202808267704459,0.42510121457489874,0.6379536861529821,0.0,0.3668547973319651,0.8631581540887476,0.3138138138138138,0.4818548387096774,2.0,88.546,4.0,0
7Fl6m5FZvIg71KGFM9p6Iv,0.7359433376571356,0.4018218623481782,0.3100059171004202,0.8869828456104945,0.09081580297588505,0.5668317441545322,0.06111111111111111,0.04002016129032258,1.0,129.984,4.0,0
4yfeWTtCyZc6xXI7mYiVbr,0.6425696889959707,0.5617408906882592,0.17762333142782644,0.0722502522704339,0.07511544381734221,0.5672998743440018,0.046546546546546545,0.27217741935483875,0.0,81.94200000000002,4.0,0
160hN2OsDXnmgExwtG7cvD,0.018773474875736492,0.6133603238866396,0.6560058569265176,0.006599394550958628,0.43766033863519754,0.7981619730455565,0.0542042042042042,0.4576612903225807,2.0,126.044,4.0,1
3zPgAKn5tbmCuCKrR3r7qE,0.8022085076747366,0.4908906882591093,0.38823199045240747,0.0,0.13596716264751152,0.7017025155838076,0.4474474474474474,0.3941532258064516,0.0,93.175,4.0,0
6xjjPViX3G3ygeDnuU3gab,8.358447581765571e-05,0.8107287449392712,0.8124580036304921,0.7013118062563067,0.04361210877373012,0.8888067607854732,0.05735735735735735,0.22580645161290322,0.0,122.979,4.0,0
0c8X4ApJu6CNEXoIb5VKMo,0.01134374369194487,0.41194331983805665,0.9257855201532429,0.0025227043390514633,0.18317085684966647,0.8645625446571562,0.11216216216216215,0.11995967741935483,11.0,151.993,4.0,0
7wnwueAQ2Srl5rUaLUvG1L,0.03092208937896333,0.631578947368421,0.8264985808987975,0.9263370332996973,0.24679322729604922,0.716140636164289,0.07147147147147147,0.1995967741935484,4.0,126.969,4.0,0
4QPEwDdOMhY7rNS05mTyMR,0.008412011927529798,0.826923076923077,0.7813681539649586,5.257315842583249e-06,0.11236531554643406,0.8639958607435878,0.16816816816816815,0.36189516129032256,7.0,104.0,4.0,0
3doVAxeH3SgWtlRMqR4eLi,0.19678581796847353,0.757085020242915,0.6580116536791326,0.006478304742684158,0.09799897383273472,0.8522186907137753,0.07897897897897897,0.45161290322580644,7.0,143.954,4.0,0
2nyQovS5Cj2JUUBv5piGVr,0.33232821118629363,0.8046558704453441,0.6379536861529821,0.0,0.09492047203694201,0.8318919851183877,0.09444444444444444,0.24193548387096772,1.0,118.14,4.0,1
2lO9sYbtyixyMIlj3TDcuU,0.009245346641387505,0.48582995951417,0.9458434876793934,0.0,0.13494099538224727,0.88821543844088,0.12162162162162161,0.3991935483870968,5.0,91.503,4.0,1
0l9Iw63br78PdwmjNzwmOj,0.08463703780232165,0.7327935222672066,0.8405391581671029,1.6548940464177595e-05,0.4171369933299127,0.8641683297607607,0.5240240240240239,0.5181451612903226,1.0,121.163,4.0,1
6obm8bglbHcSyPHBTModsc,0.00021119512898791447,0.9665991902834008,0.6921101984735887,0.7891019172552977,0.07060030785017957,0.7836006603099515,0.2897897897897898,0.38911290322580644,1.0,122.985,4.0,0
4v2qF5diFRuFbTVHwZxNMp,0.03423534787984337,0.5232793522267206,0.691107300097281,0.9263370332996973,0.08014366341713698,0.7585187375267943,0.08003003003003002,0.11391129032258064,8.0,149.935,4.0,0
1MSNfqOWHPcxzXz2Kw2W0o,0.1817255520553824,0.6821862348178138,0.46746096218070227,0.0009475277497477295,0.07573114417650076,0.7792150195875527,0.10450450450450449,0.35383064516129037,0.0,139.691,4.0,1
20PISOo4VbLz4yFH78Zv5R,0.022990349331402003,0.6012145748987854,0.774347865330806,0.0,0.10723447922011285,0.8578608914184345,0.058108108108108104,0.626008064516129,5.0,105.009,4.0,1
55p8p5fuL2BR656S2cmTcz,0.8383531458661552,0.6862348178137652,0.6449739747871348,0.0,0.7003591585428424,0.711779633872915,1.0,0.3639112903225806,9.0,84.429,4.0,0
0a77P1NXBSMwF6CC99wIU6,0.21485813706418286,0.5607287449392712,0.5727652916929927,0.6286579212916246,0.09286813750641353,0.8324586690319561,0.045345345345345345,0.046471774193548386,4.0,116.025,4.0,0
1wc33z8gVwazOVWnRTB3jo,0.01736785005718132,0.43724696356275317,0.8224869873935675,0.39656912209889,0.10107747562852744,0.8095449281789735,0.15315315315315314,0.23588709677419356,6.0,154.90200000000004,4.0,1
60vq7UoLjeLpBm5JNLEA2Q,0.06204663893268497,0.8350202429149797,0.6880986049683585,0.030373360242179615,0.053668547973319644,0.7694582009017665,0.12777777777777777,0.6985887096774193,1.0,110.0,4.0,1
4Ovua2DBkAjVQ2Hoip9HRh,0.0025686287532504445,0.7054655870445344,0.7964116296095716,0.14026236125126135,0.11954848640328372,0.8032867666986966,0.06156156156156156,0.39717741935483875,9.0,122.171,4.0,0
2p8IUWQDrpjuFltbdgLOag,0.08142418107419555,0.6720647773279352,0.5717623933166853,0.006094853683148335,0.11031298101590557,0.8166654347451154,0.04579579579579579,0.14415322580645162,5.0,108.959,4.0,0
4JysUcVVv8tfnZCFXg2H45,0.016665037647903735,0.5414979757085021,0.723200048139122,0.0,0.37609030271934324,0.7731293271244487,0.06426426426426425,0.563508064516129,7.0,117.073,4.0,0
59LSrJpiZ0WLdoVShXmwlv,0.09377359912293026,0.8350202429149797,0.7091594708708168,0.11402623612512613,0.10620831195484863,0.770098800108409,0.08303303303303303,0.14818548387096772,6.0,120.015,4.0,0
3gvZ23wQYqyjOv4P58zD7Q,0.17168537477998833,0.5728744939271255,0.6168928202505239,3.975782038345106e-06,0.35454079014879425,0.8086086678000345,0.29429429429429427,0.4173387096774193,8.0,72.666,4.0,1
1u8rZf2jsugtBPcWPEKnjV,0.11345234658270266,0.5748987854251012,0.8275014792751051,4.3693239152371344e-05,0.07829656233966135,0.834848596841353,0.06396396396396396,0.2681451612903226,3.0,144.91899999999995,4.0,0
6tv9CzrMUHQFrm9VHHO1hv,0.8905620676982045,0.4908906882591093,0.12346681910721986,3.915237134207871e-06,0.09697280656747048,0.5607460516914282,0.06576576576576576,0.15423387096774194,0.0,130.234,4.0,0
08pstzxhM7jK8AqFFbJhQL,0.013150975601515805,0.6558704453441295,0.6790725195815909,0.20080726538849647,0.13904566444330424,0.8015620765269666,0.05765765765765765,0.45463709677419356,0.0,123.04,4.0,0
46oyOZu0PMiUV0PeezjZmg,0.13453671886103022,0.5587044534412956,0.8144638003831072,0.0,0.1000513083632632,0.8486953950772415,0.37987987987987987,0.19455645161290322,5.0,155.095,4.0,1
1KgS3NtxZ0yCVvWWHhYtyx,0.004154976762762708,0.6082995951417004,0.6760638244526681,0.0,0.1770138532580811,0.8579594451425333,0.13903903903903903,0.3941532258064516,9.0,167.92,4.0,0
0k1xMUwn9sb7bZiqdT9ygx,0.3684728493777124,0.7246963562753036,0.6479826699160575,0.4894046417759838,0.36377629553617236,0.6877818020548452,0.0506006006006006,0.7953629032258065,8.0,104.022,4.0,0
2cBgtesvzDka2cv8S1on5z,0.02148432274009289,0.7591093117408907,0.5898145640902207,0.856710393541877,0.12160082093381219,0.8030896592504989,0.04429429429429429,0.6491935483870968,7.0,130.029,4.0,0
7nEwJkt49lvrzSpSW5pjRo,0.7018067349207958,0.6487854251012145,0.4453971979019366,0.029061553985872852,0.22113904566444328,0.7486140882548599,0.37537537537537535,0.7258064516129032,5.0,172.116,4.0,0
1DCf4TQUJdWWXLM8LOIWA7,0.03654458865318402,0.5263157894736842,0.8024290198674169,2.0686175580221994e-06,0.07306310928681374,0.8597580506073373,0.060360360360360354,0.5887096774193548,2.0,153.971,3.0,0
6xWXGHp0duQcbJEFOr6qiD,0.5853406785262244,0.6497975708502024,0.2688870836718115,0.8324924318869827,0.08978963571062082,0.6217261684775913,0.06741741741741741,0.6774193548387097,10.0,82.995,4.0,0
0G7zUWU575zYyHCrOy14yz,0.9688754504462782,0.4402834008097166,0.20169289245920713,8.183652875882945e-05,0.08978963571062082,0.7593318057506098,0.053903903903903906,0.18346774193548387,3.0,100.67,4.0,1
4eBpuvZM5We9igTYqR7YYp,0.044576730473499276,0.6629554655870445,0.8054377149963394,0.03854692230070635,0.1051821446895844,0.8162219429866706,0.11966966966966966,0.5856854838709677,3.0,112.013,4.0,1
