endTime,msPlayed,id
2019-04-25 03:08:00+00:00,5575,2oYl4K78JBe31zO7x0bAbl
2019-04-25 20:02:00+00:00,263645,3P6zjYxB5sqnNGyd3QRBDz
2019-04-25 20:06:00+00:00,226220,6uT9XRrPvimLt62FNjMNBv
2019-04-25 20:10:00+00:00,253568,2k80B1DEqJFUG4L5LUa6Mv
2019-04-25 20:13:00+00:00,182500,57rOXabUKgkrwHPSqzo4s5
2019-04-25 20:15:00+00:00,145600,0W182mlOojwvO1HoXPkHXY
2019-04-25 20:20:00+00:00,260301,0PNPNtb6hAQ9nEyh1jVaRn
2019-04-25 20:23:00+00:00,226312,2i9YPNAPT4ISOEXTkZ1VQf
2019-04-25 20:27:00+00:00,227096,0nskW4j8JBwNTDLvmvinpQ
2019-04-25 20:32:00+00:00,272460,3Noc8nOfgBwck0cHcd9t1X
2019-04-25 20:36:00+00:00,259386,0SXcXVl6m3Bb8fccrzdRga
2019-04-25 20:40:00+00:00,234500,3FgmzIauyKNwHVwGwzP8tk
2019-04-25 20:43:00+00:00,187611,1hDwIASmJhhUjoG7tS4Dyr
2019-04-25 20:43:00+00:00,11029,2mFnxVS2wZpqntPzZB17O1
2019-04-25 22:00:00+00:00,22817,0aalAXoMtDsYBkxN1WXHCj
2019-04-25 22:00:00+00:00,3147,1a7iYgTRZIvsgmLzFbR7f2
2019-04-25 22:00:00+00:00,1338,2DYgF3EBUJCwCkDSlW5oHJ
2019-04-25 22:00:00+00:00,1457,2seYQuHUC1tBxqXFgPhZnt
2019-04-25 22:00:00+00:00,2069,5SIhf8gwU5zP15yOLZIk2V
2019-04-25 22:04:00+00:00,211267,4xrKo7ZQR9ccfyZ5ohS3YU
2019-04-25 22:08:00+00:00,249600,5EimKlA308YT77RFYmLapy
2019-04-25 22:11:00+00:00,189259,0aYz47crWpoVSh2vnqyVai
2019-04-25 22:14:00+00:00,148285,5MwNkEiTMTRhTB023FhBLt
