id,name,album_id,album_name,artists,duration_ms,popularity
4kV4N9D1iKVxx1KLvtTpjS,"break up with your girlfriend, i'm bored",2fYhqwDWXjbpjaIJPEfKFw,"thank u, next",{'66CXWjxzNUsdJxJ2JdwvnR': 'Ariana Grande'},190440,81
4y1LsJpmMti1PfRQV9AWWe,Girls Just Want to Have Fun,1FvdZ1oizXwF9bxogujoF0,She's So Unusual,{'2BTZIqw0ntH9MvilQ3ewNY': 'Cyndi Lauper'},238266,77
6tS3XVuOyu10897O3ae7bi,California Gurls,5BvgP623rtvlc0HDcpzquz,Katy Perry - Teenage Dream: The Complete Confection,"{'6jJ0s89eD6GaHleKKya26X': 'Katy Perry', '7hJcb9fa4alzcOq3EaNPoG': 'Snoop Dogg'}",234653,73
0YkWGeq9tlbJBHwqbUZXAP,Elevator Girl - English Version,6rxRhft7JZtXavzHP2g2el,METAL GALAXY,{'630wzNP2OL7fl4Xl0GnMWq': 'BABYMETAL'},165025,43
4esOae7i4rqTbAu9o5Pxco,Girl on Fire,3zZSz5VOYSu0jE4MkPCOvN,Girl on Fire (Remixes) - EP,{'3DiDSECUqqY1AuBP8qtaIa': 'Alicia Keys'},224920,76
3s2MyU2YCwNNwcSokt0jXD,Girl,0b6ivSFfDs38MG7aLn9rvO,Destiny Fulfilled,"{'1Y8cdNmUJH7yBTd9yOvr5i': ""Destiny's Child""}",224146,65
745H5CctFr12Mo7cqa1BMH,My Girl,45tweuKI0zdh8zgKo05cTw,The Temptations Sing Smokey,{'3RwQ26hR2tJtA8F9p2n7jG': 'The Temptations'},165000,79
6JmV5cyTQ934NxLY4Z0tg1,(One of Those) Crazy Girls,4sgYpkIASM1jVlNC8Wp9oF,Paramore,{'74XFHRwlV6OrjEM0A2NCMF': 'Paramore'},212560,53
6h9N19LonRj0ZsVa60APmh,"Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2007 Remaster",5XqEf16OrHdmMoNS1b6WDg,Greatest Hits,"{'5me0Irg2ANcsgc93uaYrpb': 'The Notorious B.I.G.', '79OSA519ScnPY0MVDpu8ZV': 'Avery Storm', '59wfkuBoNyhDMQGCljbUbA': 'Diddy', '7Aq8lpLMSt1Zxu56pe9bmp': 'Jagged Edge', '2gBjLmx6zQnFGQJCAQpRgw': 'Nelly'}",286200,45
3sq7JEj4NeijpzCaSJ5nJJ,U-Go-Girl (In the Style of Lee Hyori) - Karaoke,4vTqjJfw3yCggVUpF0hLkr,"K-Pop Karaoke Instrumental (가요 MR반주), Pt. 1",{'2u0zkqKgfwmuXQzZ3x1ZjZ': 'Groove Edition'},184268,0
6zWL2EkbtZMcE0XcKMUxDJ,Hey Girl,2uTwUONoLUhlpM6r324B2b,Stylish…,{'4FjoOJAndC0s9ZJUo6VGc5': 'Lee Hyori'},240658,23
7ikTJYlFF264GVbTGqLU4Q,Hot Girl (Feat. 이효리),48JeYto8s7mIyKJJDCprOB,Positive Mind,"{'1o3mKG33qvuXI2s3HXTkYd': 'Double K', '4FjoOJAndC0s9ZJUo6VGc5': 'Lee Hyori'}",213373,2
6V1bu6o1Yo5ZXnsCJU8Ovk,Girls Like You (feat. Cardi B),3ThQ5dvf9wlqB0C7evh5nH,Red Pill Blues (Deluxe),"{'04gDigrS5kc9YWfZHwBETP': 'Maroon 5', '4kYSro6naA4h99UJvo89HB': 'Cardi B'}",235545,71
0afhq8XCExXpqazXczTSve,Galway Girl,3T4tUhGYeRNVUGevb0wThu,÷ (Deluxe),{'6eUKZXaKkcviH0Ku9w2n3V': 'Ed Sheeran'},170826,79
5mEyCUtI36Jmu2KNQQ4jaw,Girls Like You,5ImvJCAX33Pt2XGMaYaMia,"Passive Me, Aggressive You",{'0oeUpvxWsC8bWS6SnpU8b9': 'The Naked And Famous'},364493,52
2RSOzvKUnfDDrb2nQPfpQU,Barbie Girl,7uYn7ZSrXOVlmITyocZs9F,Aquarium,{'6kBjAFKyd0he7LiA5GQ3Gz': 'Aqua'},197773,62
1z6WtY7X4HQJvzxC4UgkSf,Love On Top,1gIC63gC3B7o7FfpPACZQJ,4,{'6vWDO969PvNqNYHIOW5v0m': 'Beyoncé'},267413,75
3M0qHiwpoXUMffAS1CBB6M,Wedding Dress,25XmplcV2fAid5BbBhKmx5,Solar,{'6udveWUgX4vu75FF0DTrXV': 'TAEYANG'},242746,58
1qSnfG6dFPlAo6kq8OAVED,我只在乎你,3m3TdiC12gjHhpum8izDzW,BTB 鄧麗君-我只在乎你,{'3ienC90A5I1X3irDyQoqWZ': 'Teresa Teng'},252146,50
35dEFabeYvGLrOMc9c1tES,"무제(無題) (Untitled, 2014)",5dD4zxBFm8fnRYQnFIEqLR,KWON JI YONG,{'30b9WulBM8sFuBo17nNq9c': 'G-DRAGON'},222867,61
7n5eQJYX7e6H5gkzgyEfQG,Can You Hear My Heart (feat. LEE HI),1BeWYcLEYlD2rOaa0EWdSr,"Moonlovers: Scarlet Heart Ryeo (Original Television Soundtrack), Pt 6","{'5snNHNlYT2UrtZo5HCJkiw': 'Epik High', '7cVZApDoQZpS447nHTsNqu': 'LEE HI'}",248143,60
2nRm7BbBcpVaInDBCag61K,Lovedrunk,0ku3S11VuwERVu81G7m0jv,sleepless in __________,"{'5snNHNlYT2UrtZo5HCJkiw': 'Epik High', '6aLdhHUqgdKE86xbtNmY8g': 'Crush'}",250758,54
0Uf0SvwUrf02ucIt1d0Wos,我們 - 《後來的我們》電影主題曲,55Ro04UwGKHwUZ5nC3rr2r,我們 (《後來的我們》電影主題曲),{'2QcZxAgcs2I1q7CtCkl6MI': 'Eason Chan'},260878,57
3aawXLnJpcDVXCl1UUksAW,淘汰(國),2CKvwKuHcZvnt4mC9DB6Fk,認了吧,{'2QcZxAgcs2I1q7CtCkl6MI': 'Eason Chan'},285000,54
4DWAQLUA3lF3Ozcqni5UY9,Falling (Whethan Redo),1kJyCBvqbJqvaNViFmhdUe,Falling (Whethan Redo),"{'70zHrrrPfBkVV44AEhFyyh': 'Opia', '0vqJkZ0RpLZixt3lTmD8vP': 'Whethan'}",189677,53
5jhYykolbcG1T9wZSyvhp5,Butterfly,2Ij6998NUjQ0BkQ2ipqiET,[X X],{'52zMTJCKluDlFwMQWmccY7': 'LOONA'},237756,64
6SSC9KZQaxBdyipKRigrFC,Heart Attack (츄),6YeZQkSgIVYCBefzTxwVdu,Chuu,{'52zMTJCKluDlFwMQWmccY7': 'LOONA'},194941,59
0iCOM7P9YJosI9G6mIvU3K,FLASH,2ys3daPjlHkDZqN3MuKXec,"Perfume The Best ""P Cubed""",{'2XMxWKPKCxoLkSdpCViCnr': 'Perfume'},277573,49
6C3MGasn7adPXHlE1z4NbV,FU4E,6Z0dLHgtpQBXnnQJ0Ykott,Paper Crowns (Deluxe),{'3hyEbRtp617pNCuuQjyOmc': 'Lost Kings'},207280,54
5d1fRO6RYAtbPPgbpSHnlA,Anti-Everything,6Z0dLHgtpQBXnnQJ0Ykott,Paper Crowns (Deluxe),"{'3hyEbRtp617pNCuuQjyOmc': 'Lost Kings', '3MbrazQE12UdSdFunXcft1': 'Loren Gray'}",183853,68
2OPmeyf31LlcIpYcJ4aegt,Safe and Sound (WWW),7E3c9dmZ1KnZOQLZTgRqWx,Woman Worldwide,{'1gR0gsQYfi6joyO1dlp76N': 'Justice'},452105,42
0LpnNgvF6z5HJYAgLClfMB,D.A.N.C.E. (WWW),7E3c9dmZ1KnZOQLZTgRqWx,Woman Worldwide,{'1gR0gsQYfi6joyO1dlp76N': 'Justice'},196197,41
50fkJxrv0ZLTt9EHZGBOP7,Canon x Love S.O.S. (WWW),7E3c9dmZ1KnZOQLZTgRqWx,Woman Worldwide,{'1gR0gsQYfi6joyO1dlp76N': 'Justice'},287253,41
7GTZa1773faSYybRdGDIjk,Genesis x Phantom (WWW),7E3c9dmZ1KnZOQLZTgRqWx,Woman Worldwide,{'1gR0gsQYfi6joyO1dlp76N': 'Justice'},285096,41
4qjaG01IhHt3ZdO1FVakbs,Pleasure x Newjack x Civilization (WWW),7E3c9dmZ1KnZOQLZTgRqWx,Woman Worldwide,{'1gR0gsQYfi6joyO1dlp76N': 'Justice'},338491,46
1qXBcPpscF2eynmVkITml7,Heavy Metal x DVNO (WWW),7E3c9dmZ1KnZOQLZTgRqWx,Woman Worldwide,{'1gR0gsQYfi6joyO1dlp76N': 'Justice'},283074,40
6A1f57LykyUCDhbdj4tBcz,Stress (WWW),7E3c9dmZ1KnZOQLZTgRqWx,Woman Worldwide,{'1gR0gsQYfi6joyO1dlp76N': 'Justice'},348098,36
0oBwbnefM7yniHJPjNrIVK,Love S.O.S. (WWW),7E3c9dmZ1KnZOQLZTgRqWx,Woman Worldwide,{'1gR0gsQYfi6joyO1dlp76N': 'Justice'},285073,42
62XMD2zZ0SI9pDKOBuG9we,Alakazam ! x Fire (WWW),7E3c9dmZ1KnZOQLZTgRqWx,Woman Worldwide,{'1gR0gsQYfi6joyO1dlp76N': 'Justice'},369476,36
0sibHAYzpx9FJRrGRr137u,Waters of Nazareth x We Are your Friends x Phantom 2 (WWW),7E3c9dmZ1KnZOQLZTgRqWx,Woman Worldwide,{'1gR0gsQYfi6joyO1dlp76N': 'Justice'},391782,37
3DRcwunruhHB26AHT2jekM,Chorus (WWW),7E3c9dmZ1KnZOQLZTgRqWx,Woman Worldwide,{'1gR0gsQYfi6joyO1dlp76N': 'Justice'},364963,38
1xB3YT8Rakvnfcc1dp2kzJ,"Audio, Video, Disco (WWW)",7E3c9dmZ1KnZOQLZTgRqWx,Woman Worldwide,{'1gR0gsQYfi6joyO1dlp76N': 'Justice'},377394,35
0Dx2JcexaaBU11URKp9Fc1,Stop (WWW) - Radio Edit,4bw1snvyLVGm7Hk5NtRxik,Stop (WWW) [Radio Edit],{'1gR0gsQYfi6joyO1dlp76N': 'Justice'},209826,41
4hYuIP1OPSnraNSWUlgKaT,Randy (WWW),7E3c9dmZ1KnZOQLZTgRqWx,Woman Worldwide,{'1gR0gsQYfi6joyO1dlp76N': 'Justice'},453705,37
5pqbHlHaVbkHJQlsAxhcZM,Safe and Sound,23EaoI8dXfDGfxF54sd1DP,Woman,{'1gR0gsQYfi6joyO1dlp76N': 'Justice'},345303,53
0Szx8eb4f6dcD1ymSkhUVi,Feel Love,1rfFgANicmcDQj55QNwGQ0,Feel Love,"{'5FWi1mowu6uiU2ZHwr1rby': 'Feed Me', '65xwjVX0Ynr5KhBqcgY6o3': 'Rosie Doonan'}",336298,44
7FeeQVg6yID8laNUH0LlX8,Freeze Me,0vqjbSMsOSoXnVLCGvfhpp,Outrage! Is Now,{'18H0sAptzdwid08XGg1Lcj': 'Death From Above 1979'},198081,60
5Y6zw1iG8y80sy7EmHZ1Th,B.E.A.T - Extended,6cg0y0EJpRzfVbKGCgVMf7,D.A.N.C.E,{'1gR0gsQYfi6joyO1dlp76N': 'Justice'},292013,29
0GTK6TesV108Jj5D3MHsYb,Owner of a Lonely Heart,6nNlTIiFd3J06W0rJiiwlz,90125 (Deluxe Version),{'7AC976RDJzL2asmZuz7qil': 'Yes'},268506,69
78FHUZRbFDCG6VkRAQdFLm,Broken Wings,682sQ449vmcJXS2AGIMrsl,Welcome To The Real World,{'7Bah8E0kCETqEpAHI6CPzQ': 'Mr. Mister'},343933,66
4o6BgsqLIBViaGVbx5rbRk,You Make My Dreams (Come True),4LniALl9S6YedTFdiZWOMS,Voices,{'77tT1kLj6mCWtFNqiOmP9H': 'Daryl Hall & John Oates'},190626,78
03Wma4AcL2NXi0HPqhKJ1v,"Baby, Come To Me",2sgHS1dvsmA2ZH6hSLevr6,Every Home Should Have One,"{'0JxChc2w5fwTGbXKfc4cRd': 'Patti Austin', '5bTTx0CRvZj1kRJwUsWWYo': 'James Ingram'}",215386,59
6wSGz29YQvUaHYv6ArEnim,Don't Stop the Dance (feat. Delafleur),0wtdAimXQjopnWBxnQT1lI,Another You,"{'0iui2Be5CP8EWxvHYsVspL': 'Breakbot', '7FdVxrLShXIz1P2mWMKuOX': 'Delafleur'}",320504,43
4TI9XHuNZMQWNSN77inA3b,Genesis (Live / AAA),3ZJErwtxUtDkPlhrrSAw0R,Access All Arenas,{'1gR0gsQYfi6joyO1dlp76N': 'Justice'},465186,26
00hWmPGoTjMQPNzrqGA9zS,Helix (Live / AAA),3ZJErwtxUtDkPlhrrSAw0R,Access All Arenas,{'1gR0gsQYfi6joyO1dlp76N': 'Justice'},246245,26
6fjlftxXTwZgwqRZWmKa28,Phantom (Live / AAA),3ZJErwtxUtDkPlhrrSAw0R,Access All Arenas,{'1gR0gsQYfi6joyO1dlp76N': 'Justice'},281995,25
50qBZG2bCPKNImLWrR3BRw,Civilization (Live / AAA),3ZJErwtxUtDkPlhrrSAw0R,Access All Arenas,{'1gR0gsQYfi6joyO1dlp76N': 'Justice'},365220,25
66opmIXhZIaPtyiSH3Ucix,Canon (Live / AAA),3ZJErwtxUtDkPlhrrSAw0R,Access All Arenas,{'1gR0gsQYfi6joyO1dlp76N': 'Justice'},250026,23
4Egj8v4CBwRGOBmzsLeFQ5,D.A.N.C.E. (Live / AAA),3ZJErwtxUtDkPlhrrSAw0R,Access All Arenas,{'1gR0gsQYfi6joyO1dlp76N': 'Justice'},358951,26
6j6swjFOHrWrJO0lS78ysQ,Horsepower (Live / AAA),3ZJErwtxUtDkPlhrrSAw0R,Access All Arenas,{'1gR0gsQYfi6joyO1dlp76N': 'Justice'},324376,23
58wYGfzFoL74urCMQpTdDO,New Lands (Live / AAA),3ZJErwtxUtDkPlhrrSAw0R,Access All Arenas,{'1gR0gsQYfi6joyO1dlp76N': 'Justice'},271429,24
2OpDjTJuxMBlkCH173qWgD,Stress (Live / AAA),3ZJErwtxUtDkPlhrrSAw0R,Access All Arenas,{'1gR0gsQYfi6joyO1dlp76N': 'Justice'},335750,23
6Vqijx2UjFEGyZUaUhoQSQ,Waters Of Nazareth (Live / AAA),3ZJErwtxUtDkPlhrrSAw0R,Access All Arenas,{'1gR0gsQYfi6joyO1dlp76N': 'Justice'},412986,22
1YdbiBOWvFUi6Zko3HXyEG,Stress,4GGazqHvuKwxBjWLFaJkDL,Justice,{'1gR0gsQYfi6joyO1dlp76N': 'Justice'},298586,48
02GK1EBeOcITNxbxFADT1j,think of me - acoustic,3UL34jqm4qeKC1PLgYSaKe,think of me (acoustic),{'1Fr6agZ6iSM5Ynn2k4C8sc': 'VÉRITÉ'},214169,43
1z1XegUChLLQfcbtIK8ABn,Body Back (feat. Maia Wright),3VCPQRcHVxiVaePlQ6TwoF,Body Back (feat. Maia Wright),"{'2ZRQcIgzPCVaT9XKhXZIzh': 'Gryffin', '5qQFXHDOeYjiZVrCUO56Pk': 'Maia Wright'}",214634,76
0695vvxXnvSgiU8Ha2Niin,CHAMPION (feat. Tom Morello),4a7RVO8ws3ZjCsgBxocIm7,CHAMPION (feat. Tom Morello),"{'0yb46jwm7gqbZXVXZQ8Z1e': 'Bishop Briggs', '74NBPbyyftqJ4SpDZ4c1Ed': 'Tom Morello'}",145946,35
38eKmp6QjELXKgLh0pePfG,DON'T KNOW WHAT TO DO - JP Ver.,0uWttVLwkFxcW1PkBAsmZd,KILL THIS LOVE (JP Ver.),{'41MozSoPIsD1dJM0CLPjZF': 'BLACKPINK'},200786,46
3HZcmaxzwPF0bXXPUdTJQ2,Wild,2oegpcBiGzsD1JBXKZ9nWD,Wild,{'2ABBMkcUeM9hdpimo86mo6': 'Tourist'},244746,48
1e9vLBXvr5KWCBI07dVgYf,Rings a Bell,4J8jmljF3FvpyhPjyB1fae,Cape God,{'0wnYgCeP013HkKoOyC5V32': 'Allie X'},256507,48
3xB5uHrhe0uaIxNGf3JwZA,I Wanna Rock (feat. Gunna),6xtugMcB7hTNJH14wYxzBJ,I Wanna Rock (feat. Gunna),"{'02kJSzxNuaWGqwubyUba0Z': 'G-Eazy', '2hlmm7s2ICUX0LVIhVFlZQ': 'Gunna'}",163390,63
0slh6IyTop5t3FzyOvO6D2,Dangerous - Cleopold Remix,67frheNTSW4x9rw5xk7pXV,Dangerous EP,"{'2Q0MyH5YMI5HPQjFjlq5g3': 'Nick Murphy', '2BeARYDF52QQk5S2zgiVHe': 'Cleopold'}",284625,34
1pXgBjIvALm97lDhroan2E,Times Like These - Acoustic Version,69GTpu2TQvWQNOjhIVyzRL,00020225,{'7jy3rLJdDQY21OgRLCZ9sD': 'Foo Fighters'},238586,53
3X4O7FbM0xU5TDeqMEJRoO,Hundred Fifty Roses,1VzXINEvchCeDvKWbBx4fj,Hundred Fifty Roses,"{'7bupzBUhDSqBIAkoianGjC': 'Duñe', '1byiL1WtteUjvqT6GhlEfh': 'Crayon'}",191582,34
41cXOcag8mOiugeKFwrYcY,Better Than Ever (feat. Aloe Blacc),0SDh3yUEvOEvtTctAtmETs,Better Than Ever (feat. Aloe Blacc),"{'1lc8mnyGrCLtPhCoWjRxjM': 'Flight Facilities', '0id62QV2SZZfvBn9xpmuCl': 'Aloe Blacc'}",183295,52
6Hp7Orksi4wENTDlwy1waN,Amateurs,7u66Cq6wHA4F60zhQh7E4e,Amateurs,{'1nhSLEYdoBHG6cJ8NDwoF1': 'Fickle Friends'},174561,43
3vnXuRlB2PXBCBb96cIquO,Love Me Again - Redfield Remix,1Mx7WNW9T6LsMc8mRkQjR6,Love Me Again (Redfield Remix),"{'5KKpBU5eC2tJDzf0wmlRp2': 'RAYE', '4ScCswdRlyA23odg9thgIO': 'Jess Glynne', '2cW1LUTqGx2JMe0oAGx9OV': 'Redfield'}",198413,52
4pvzQcbB029PYbSNje7Zw8,All Around The World (La La La) - LUM!X Remix,5Hlz1LFsSh3llTQWvwV9bQ,All Around The World (La La La) [LUM!X Remix],"{'6cEuCEZu7PAE9ZSzLLc2oQ': 'R3HAB', '5wTdspmxzb8V4ZjvDodpBo': 'A Touch Of Class', '0TKFPt9w0AAEnhB9bd0pLy': 'LUM!X'}",181875,41
4gbB4ORVF9jqFWgPF8277Z,Keep On,5UZriQSHZOJOjqUtPE5lpg,Self Portrait,{'4xnihxcoXWK3UqryOSnbw5': 'Sasha Sloan'},180240,66
27cplP10sDDgXqXpRZQiay,Beyond the Pale,5DNTeZkF2jQFW6Kfgt2Jki,New Age Norms 1,{'6VDdCwrBM4qQaGxoAyxyJC': 'Cold War Kids'},198573,38
5Nr5Ql94FizpLn7BRuxpcL,Let It Be Me - Sondr Remix,0LLm891pw33mz7FF7JTua1,Let It Be Me (Sondr Remix),"{'77AiFEVeAVj2ORpC85QVJs': 'Steve Aoki', '5rSXSAkZ67PYJSvpUpkOr7': 'Backstreet Boys', '4hbnUamwrCHpv4wQTwvCIc': 'Sondr'}",185365,52
1Rm5JgdK8syl1D74MWvgGF,Death Or Glory,11jOBSpRsjljzrDMdMd6hp,The Death Or Glory Sessions,{'5CdJjUi9f0cVgo9nFuJrFa': 'Adventure Club'},191866,34
2bvGTJR5oHT5wATDxTOJ9x,They Thought,1sNy4VL4dk5OKHwr0mx0gV,They Thought,{'0FETNAyhW78M8D2WMlg5ku': 'Phoenix'},192417,6
1zGN6NGJrVkXdfjax5YBiu,Hallelujah (Acoustic),0NcAD4K7i81MNMRWHCeJ5M,No One Else Can Wear Your Crown (Deluxe),{'5cIc3SBFuBLVxJz58W2tU9': 'Oh Wonder'},226729,40
66orPRle7aNvH8EtXroPr6,Summer Luv (feat. Crystal Fighters) - Chrome Sparks Remix,6gW44n2UGQ5cp3oL3Dxavo,Summer Luv (feat. Crystal Fighters) [Chrome Sparks Remix],"{'0vqJkZ0RpLZixt3lTmD8vP': 'Whethan', '2x7EATekOPhFGRx3syMGEC': 'The Knocks', '75EZuo5MHV2572NRpMWotC': 'Crystal Fighters', '2pTCZ9C1fXdaVlv6d5EIXM': 'Chrome Sparks'}",193524,55
2RunsXKrfl7ygMZ6zimEjJ,Push Through,78LGRRKyPOWC3vT4PKfmbS,A Promise Is Made,{'0u18Cq5stIQLUoIaULzDmA': 'DROELOE'},232941,43
6vsBCrM20zIKYkjWQ2qJAo,In A Spiral,7nm7uCqJQIoD8Er5kIDKqc,Ceremony,{'1l9d7B8W0IHy3LqWsxP2SH': 'Phantogram'},203093,52
6qJ93KSPxOUxwWruzNJSvs,My Light,1XomJBN3EPor3B5xV2kew0,My Light,"{'6TQj5BFPooTa08A7pk8AQ1': 'Kaskade', '0XmmX4fE4SiRMu3ICsP5sA': 'Lipless'}",218716,48
3CiXFXXykPmgZAKyK5iQ95,"Twisted (feat. Juicy J, Logic & A$AP Rocky)",1jJdkoOAj3Uk6Tbv3S4fsa,MONTANA,"{'6vXTefBL93Dj5IqAWq6OTv': 'French Montana', '5gCRApTajqwbnHHPbr2Fpi': 'Juicy J', '4xRYI6VqpkE3UwrDrAZL8L': 'Logic', '13ubrt8QOOCPljQ2FL1Kca': 'A$AP Rocky'}",262134,56
5jYCggOinx2pZaM0BlqZDs,Get Down (with BROHUG),3xtV0DRtsmmoVoFaV9JV99,Get Down (with BROHUG),"{'2Sa4c9qKaI7ILJs8D6gUCh': 'Ghastly', '3IHsD0sttucHrX8b32Vcab': 'BROHUG'}",222720,32
3habomq2nwlaN5Jqrl5PT8,Exhale,4c8EDhWsVDfqw8knVVTOn8,Exhale,"{'6cEuCEZu7PAE9ZSzLLc2oQ': 'R3HAB', '2zmrsXMHxagFz6vI2cD7r6': 'Ella Vos'}",174651,57
0Y5nfKx3OnZWPIO0vHbinL,Demons,2aH7vOX17njaGz6Th2e8kK,I'm Too Sensitive For This Shit,{'3LjhVl7GzYsza1biQjTpaN': 'Hayley Kiyoko'},179612,61
1KOGBw8kuawbxJWqcHypy0,Death Stranding,3HfucWtXUkkhEVwIohmJRs,Death Stranding,"{'3CjlHNtplJyTf9npxaPl5w': 'CHVRCHES', '4rojTfP5nRkmYpdSbWQgV4': 'Death Stranding: Timefall'}",316214,57
4tNaC9xdo65pgl1QAaygA4,Icarus - Ghost Loft Remix,5IU37QXvdD8sL3smQmomTL,Icarus (Remixes),"{'6cEuCEZu7PAE9ZSzLLc2oQ': 'R3HAB', '4fQHCuys7JZvaQzRvB1kPR': 'Ghost Loft'}",218845,35
0tT9KlSWYtAJC6I5BwHV94,Low - Thoreau Remix,7k3uDAeWrbYFwSEatVos1k,Low (Thoreau Remix),"{'5k7Y2t4cB5dG219QgFCvXW': 'TRACE', '0mXq227LEoIqWSv4bTuGe2': 'Thoreau'}",197647,24
4KTtYhxFtFL7mBwnjkKfLm,Glamorous,3t8HFQNlwLBW7htwLvFfzA,The Dutchess,"{'3r17AfJCCUqC9Lf0OAc73G': 'Fergie', '3ipn9JLAPI5GUEo4y4jcoi': 'Ludacris'}",246573,67
2ihqauez45hAqyUsRCfyPb,Riot Call (feat. Nevve),6obG051sNweY9bqcXaRVsa,Riot Call (feat. Nevve),"{'19EW4WBhl0fvZUQgi7wV5M': 'QUIX', '3RTklnRcfHgkQJwFpgOq3t': 'Nevve'}",199405,38
7dgMBMp6rGU3IoDa1mRDF8,Grand Beach (Kogane Remix),7DaAsNbNDPwpKl6sUIgdZ2,Grand Beach (Kogane Remix),"{'0nfObbo5nqn9iWe0cy7Zvt': 'swim good now', '6d9pWmFd3oZE3tKQVfgkmM': 'Kogane'}",196571,24
0HohtPHt6Fl6mVtir1z4wr,Long Ago,4agsJfyfktEySLsVecCHvS,Dichotomy,"{'6HraHl4uwIQFixUu3J49BK': 'Crystal Skies', '5NbLht1MNVM19gY3OIBDwK': ""Q'Aila""}",241875,27
1IXP0TJXgsUUjinWkpbdfx,Gold - Jupe Remix,16FI5lysuRN4K1kJXza0Ir,Gold: Remixes,"{'44hPDOKyTwkFxOL08UzNQE': 'Cabu', '4D9a1UPPFCoOm1kBtJfni5': 'Akacia', '3evbznUo9BuH3Ykqid374c': 'Jupe'}",189099,44
5lQoZ9dBRWO4u8YVE8IBpu,Still Searching,3Dw0sJ70gnFbogyD2YPEkm,Still Searching,{'0KK1meNs8TLtGRJvMd1LTO': 'Giuliano Rascan'},178005,29
0AJxWhbMWMs873DKEWfluE,On This Skin,3fyZwPWBIH1ifzIY5LF3yG,Waiting on You,{'7sX10yz8KkNhuXboDu6m3r': 'Panta Ray'},131108,33
0EQXIk8q5beNeP4KYUSexE,Thinking Of You,5w3jXkSoJ0zqH3qppAAkTf,Thinking Of You,{'3GxiyVFhM1CWoYBMfZ9hYG': 'Lincoln Jesser'},213281,24
4iYaNOGFtXBtRV8D9AF41s,Us,15QOFPgujrI9vK2x81VTck,Us,"{'1oSgUcr4PGbytOf7G7Y4DZ': 'VALENTINE', '6csbZYaRHBNdLk6glEpxo3': '4AM', '31QM5dBtewZL65p9hCnXKK': 'Naji'}",294782,30
0D3gPJGMel0oC9lIU2nNJT,Lost,3oNOM0NeEWjExF3mBEqRdJ,Lost,{'3RhmjlHxlqQPb34U0e48Hy': 'Anxiid'},207490,33
7M9BifVVQP4cZIym74Yk2d,Cmprssn,0OxSRreYCh4sKQwrpbD057,Changes EP,{'2tW7TitNzNibILuWCEhBLS': 'JNTHN STEIN'},212500,31
50bUDCcMnSItu4sVIzzGGZ,Keep You Safe,776y1DPRdbQ3u6vRPDmVqy,Hex EP,"{'3zaxUd86U92CdZkNa6NUo9': 'Ark Patrol', '6kuFWCCvd7bWB1PV0tJMN2': 'Veronika Redd'}",195000,26
12bs3gQTuVKY3k94A65qQu,Patterns,37R8u7RXMh7XNVlPza6NvV,The Shape Of Things,{'448VwSmqc6SpRDqK5WYXIt': 'Bronze Whale'},192631,31
7GIzTSgo0t140DD9mrYaQP,Lakeside,6BguA964Lu1OVgM5ymfCBP,Lakeside,"{'3KqP7d4TwVfuAZIeRMxen4': 'Lowgo', '2uyxf7Fe8FNXaPDcViZ4IA': 'Dylan Lazarus', '2t8sjMRAk294ZmiXubbQjB': 'Lili'}",181224,32
5SCjRP2xmaDvktOAemeEEy,Peace of Mind,4CF0yquU8ztN6QkNsh3XGa,Peace of Mind,{'20LkrmuhAaxpnFuIlKvCfx': 'Laarsen'},136110,20
4XCHizdk3YrzdveEOAGpob,Kill EVERYBODY - Bare Noize Remix,35tQBmq1RblVUzAvfsw5uO,Scary Monsters and Nice Sprites EP,"{'5he5w2lnU9x7JFhnwcekXX': 'Skrillex', '1rMry8Rh7VRoaKFWezSaMB': 'Bare Noize'}",281122,38
2ej1A2Ze6P2EOW7KfIosZR,Feather (feat. Cise Starr & Akin from CYNE),6nVACH6a27eOWiumAJhDWS,Modal Soul,"{'3Rq3YOF9YG9YfCWD4D56RZ': 'Nujabes', '33U7NALGE1kDIhgwofWG2s': 'Cise Star', '2HTvHHSj0INyoVfW2LDs6X': 'Akin'}",175360,61
6zYBZOP6SuKa5JszwpAz7Z,ordinary joe (feat. Terry Callier),6nVACH6a27eOWiumAJhDWS,Modal Soul,"{'3Rq3YOF9YG9YfCWD4D56RZ': 'Nujabes', '5cHmjJA9Lo0ga8s8QdxEzs': 'Terry Callier'}",308040,48
4xlpJ99yL9xYQtzG6c3hwk,Luv(sic.) pt3 (feat. Shing02),6nVACH6a27eOWiumAJhDWS,Modal Soul,"{'3Rq3YOF9YG9YfCWD4D56RZ': 'Nujabes', '0FB6beTn4vescDdnHeCUm9': 'Shing02'}",336866,57
45ejirK0hfPnsjgzj3s7gP,Music is mine,6nVACH6a27eOWiumAJhDWS,Modal Soul,{'3Rq3YOF9YG9YfCWD4D56RZ': 'Nujabes'},260466,46
7mEPuj0XW6eK14Unu6IUc1,Eclipse (feat. Substantial),6nVACH6a27eOWiumAJhDWS,Modal Soul,"{'3Rq3YOF9YG9YfCWD4D56RZ': 'Nujabes', '5FmThJ74ycmeBdQnu4Cfcw': 'Substantial'}",214333,45
