id,name,album_id,album_name,artists,duration_ms,popularity
3pvNllGp0jKVnWo7XNz4U0,Crzy,4XoHw6vA2iF1pv8SuqpsGU,Crzy,"{'0dXCvd6lpLfZBKTFjUF1R3': 'Marius', '5LeUKbWRby5hGRHktQkXQV': 'Alexandra Rotan'}",189000,22
7eBjtPZlQEDmSJFL5tCkIc,Midnight Racer,39Xf184PU6ESRke6jtAk8n,Escapism III,{'07UJz804RJxqNvxFXC3h9H': 'Sam Gellaitry'},228174,34
2bCjaF7cRm53Wdq9RtkYJu,Neck And Neck - DNMO Remix,3W8TE3qqvhwhdGunef80Fe,Northern Lights (Remixes),"{'67qogtRNI0GjUr8PlaG6Zh': 'Zeds Dead', '4GLJPBj5Cdr9AgLKvLWM4n': 'Dragonette', '3cMInYqk6yzf37zo8iznoz': 'DNMO'}",182400,59
0UhyQ3rTGmSf64TwmKLu3i,I Love It When You Cry (Moxoki) - Boehm Remix,5NK5J3xNka3Zh4MsOioFWP,Ultra Summer 2 (The Best In Deep and Tropical House),"{'77AiFEVeAVj2ORpC85QVJs': 'Steve Aoki', '1dSRKlg9rzvs63rhT8Sbpp': 'Moxie Raia', '08p782h5VznNEQMM4wAEp9': 'Boehm'}",322500,35
0y60itmpH0aPKsFiGxmtnh,Wait a Minute!,0wfne2JijoxJm0qzJd3V5h,ARDIPITHECUS,{'3rWZHrfrsPBxVy692yAIxF': 'WILLOW'},196520,83
4JkJntZgFNvjkGg3sMRRsX,Better Off,1rndwOlmRoSuV0LK2Y6bhH,Better Off,{'3G9gR0x4v3J2Vek0Fw0yf2': 'Emily Vaughn'},224842,32
0j1BAvgZnO5LoRCsGtgYYG,Heavy,2P63KJNeC3DwaLpw8KHYqE,Ultralife,{'5cIc3SBFuBLVxJz58W2tU9': 'Oh Wonder'},191760,46
0PNPNtb6hAQ9nEyh1jVaRn,Gold Coat,1DYZmRfJOALk8MpQbWfyyx,Chinese Nü Yr,"{'7LCDnUQYE07fnKbo46SVLB': 'Iglooghost', '5mzIOU6Wu4mBabXE3OqhR5': 'Cuushe'}",260301,23
1E6gKZoptibxhKZmOMCyUm,Creep - VIRTU Edit,0SOICgsL3bDDa2pHtxTcWc,Creep (VIRTU Edit),{'0QehxnZckus8HjzxCMnPGY': 'VIRTU'},266086,31
605NW6cVRpKtfbNnLnwJuB,Bibimbap [Holly Remix],76rS7xSFQFawqxREafNq8B,Lune Rouge Remixed,"{'3VwKSHAfgzV1DOHV0aANCI': 'TOKiMONSTA', '65stAzefvkwLeulY8215Zo': 'Holly'}",307280,16
46IE0260R6XjjrsTnvd6ug,The Wasted One feat. Mack Moses,22HEYOczX3EbhDqwE3q2A4,The Wasted One feat. Mack Moses,"{'0JKfXkw3xhWm5f6iVmDkEa': 'Camikaze', '5UHHGMZH2EE6SkrfJnbU3R': 'Mack Moses'}",275846,9
3aDYoxrAvryBhyAbQ0PE7S,The In Between,2KNznzqSZr1PDPfEuktDWC,Glass Mansion,"{'3fjs4zbBFxEFFe8Wyojo0G': 'Elephante', '4DTbdShHu2RPYEEMUp2XWV': 'Anjulie'}",213000,48
4DHRbvvQyC3mBa3Y0JNl4n,Make Me Move,3nsCHzeqOE9XBotr5UxD7M,Make Me Move,"{'2FF8wcGpikv5RFbAK1rvdZ': 'Culture Code', '24CzPFC4y3bM4AkUnZfuAU': 'Karra'}",197052,60
7JlIY26wUmk6XVxYKDV7dq,Ready for the Next,1wgzHHKdARYxaL3uLMzuyn,Ready for the Next,{'0CKa42Jqrc9fSFbDjePaXP': 'Big K.R.I.T.'},150585,14
1zjvaSKCycMyeNOHn3FYBE,Taking Flight,4tVXufhktGzIBqJWpKvDm3,Taking Flight,"{'3PThWtcE0CEi5IUmfgTvrC': 'Tim Schaufert', '4FzthA7DjutA71z91I1DKX': 'CASHFORGOLD'}",180000,46
7hZGA5vAK6VyMqSu4CeHQs,Why - feat. Ruckazoid,5i0gpUvEkQtwHWVkqh7MZK,By Your Side,{'0iui2Be5CP8EWxvHYsVspL': 'Breakbot'},322040,24
6Kkt27YmFyIFrcX3QXFi2o,Liability,2B87zXm9bOWvAJdkJBTpzF,Melodrama,{'163tK9Wjr9P9DmM0AVK7lm': 'Lorde'},171727,71
3lv3OTkr7YVknRX1NTqYF1,How Will I Know,10OVwWlPsWX37JUo0N6BHj,How Will I Know,{'1jxoePjg6WmKpI1xIdH2Wi': 'Valmy'},229800,20
1Dp7JGFNjvg8Nk0CtMCcnr,Hard Feelings/Loveless,2B87zXm9bOWvAJdkJBTpzF,Melodrama,{'163tK9Wjr9P9DmM0AVK7lm': 'Lorde'},367391,63
6eGMwVVABqVTe9bWRIm498,reflection eternal,6nVACH6a27eOWiumAJhDWS,Modal Soul,{'3Rq3YOF9YG9YfCWD4D56RZ': 'Nujabes'},257893,57
60wwxj6Dd9NJlirf84wr2c,Clarity,7juWTdmjo0vYywWu8HiQxs,Clarity,"{'2qxJFvFYMEDqd7ui6kSAcq': 'Zedd', '7qRll6DYV06u2VuRPAVqug': 'Foxes'}",271426,74
23kSqZLH1svrz3Hh6Fa1Yv,HEAT (feat. Sam Nelson Harris) - Manila Killa Remix,2qJpPm10qpEnNvKqpIkcuN,HEAT (feat. Sam Nelson Harris) [Manila Killa Remix],"{'2x7EATekOPhFGRx3syMGEC': 'The Knocks', '43Pa0TcSPPPACWeqtvjQpZ': 'Sam Nelson Harris', '4EukMPjtYsdi87lkU1hIxN': 'Manila Killa'}",228661,18
1ehPJRt49h6N0LoryqKZXq,How Far I'll Go - Alessia Cara Version,6pZj4nvx6lV3ulIK3BSjvs,Moana (Original Motion Picture Soundtrack/Deluxe Edition),{'2wUjUUtkb5lvLKcGKsKqsR': 'Alessia Cara'},175506,69
3QWjljChcOMkRDYSzF33Qr,Whippin (feat. Felix Snow),5PK9tQ7Ou1AvIww8zRn3SL,Whippin (feat. Felix Snow),"{'4u5smJBskI6Adzv08PuiUP': 'Kiiara', '1qskAseW7apRxJBpYAO9Yk': 'Felix Snow'}",160596,58
0GXXeungzV9JkCnY7qpJA0,Katsu,7jWk1MqXJMyhzETQdl0vjb,Katsu,{'51N35pGBBHm3u1uFtNhE8b': 'Oriental Cravings'},180035,4
3Bey64qFLEeH47ujJkMfQt,The Shiver Song (feat. Amy Lee),09q1fDv6ndkXZfYGmS46Kc,Lights (feat. Amy Lee),"{'4vOWtH59x00IhY805tdf74': 'Billy Kenny', '5hKQVA377hopQ9HWPOseXF': 'Aaron Jackson', '2vpo4HXC5Bj1RvJOLlrhWS': 'Amy Lee'}",333518,14
0vZAk6rKALopZl91wD5c50,Sunset Lover - Slow Hours Remix,4g4YajPnvdkqu5EHkBhH2l,Sunset Lover Remixes,"{'6gK1Uct5FEdaUWRWpU4Cl2': 'Petit Biscuit', '3C1R0cMeIfSFxpAFxCh5yQ': 'Slow Hours'}",267692,35
05Bo5k4R0NHuqcaW2ELBrQ,Love Like I Never,2TBXK3sJxQBKjnRwJLpvhi,Communication,{'0lYzZ91QzokaPrRK1vq6tW': 'Nicole Millar'},204529,14
4PnNzWe1LJoAMD5j5RHpI0,DEVASTATED,2ZmDoyNYarmubD4vTfwh6g,ALL-AMERIKKKAN BADA$$,{'2P5sC9cVZDToPxyomzF1UH': 'Joey Bada$$'},207058,66
6tLXRw673HPGmx0Xc0SY41,Depth Charge,1e97vaQCuuZH9515xaj2cd,Skin Companion EP II,{'6nxWCVXbOlEVRexSbLsTer': 'Flume'},308940,43
0dj1CtyRxZ4bnIT4Q20jNT,Wake Up Alone,4JPguzRps3kuWDD5GS6oXr,Memories...Do Not Open,"{'69GGBxA162lTqCwzJG5jLp': 'The Chainsmokers', '5ZS223C6JyBfXasXxrRqOk': 'Jhené Aiko'}",215720,57
4KS0zjYvLr3474mwt2fXLi,Purple Heart (feat. Drifting Lights),61w6EzBqO4q2Ebmrh7sAL3,Purple Heart (feat. Drifting Lights),"{'4899wIU2stpjOmoq2mgyeW': 'MUTO', '2PwN5QY8kPXr21PkRilpdG': 'Drifting Lights'}",225643,29
59jrAtgRKHrOoOeoTg8JDL,Reims,7GpuEZzRrPT4IGiEuWaBzy,NOVA,{'5eIbEEQnDM8yuDVB0bimSP': 'RL Grime'},235065,46
5YdbKvwTk02eOn22jtibho,Weekend - Jai Wolf Remix,1t8ItjqrMd4Ig94hwtcRKe,Kitsuné: Weekend - EP,"{'5Xrk8HKFWj76Jonuerfupw': 'Mocki', '24V5UY0nChKpnb1TBPJhCw': 'Jai Wolf'}",249160,47
0pjeNQwXZ1uzrsyIC2SPCu,Feel Good (feat. Daya) - Crankdat Remix,7Cn395i6u1IJiE1rtRwzee,Feel Good (feat. Daya) [The Remixes],"{'2ZRQcIgzPCVaT9XKhXZIzh': 'Gryffin', '45eNHdiiabvmbp4erw26rg': 'ILLENIUM', '6Dd3NScHWwnW6obMFbl1BH': 'Daya', '5lCekoJW9jNq01B1wiqdAb': 'Crankdat'}",265589,38
2wAJTrFhCnQyNSD3oUgTZO,Work Out,0fhmJYVhW0e4i33pCLPA5i,Cole World: The Sideline Story,{'6l3HvQ5sa6mXTsMTB19rO5': 'J. Cole'},235320,79
7wLjNqpJ0k9EoIpZYpIkZk,Hero,5owfxenk1Trd38vURUQZvW,Lover,{'19m3oZKjGSLzVW0OGIAcNg': 'George Maple'},220893,16
7vBEx9HgiEJDMwougw5bsa,Honey - Medasin Remix,77GavuqEb1eeLMWvKVrsWp,Honey Remixed,"{'6JcD2YKEhgimweLpUI0NEw': 'KUČKA', '62vbsDRAq0qHdezaCOzB0T': 'Medasin'}",230958,47
4r58wfHlSuTo2M4PvSI8HJ,Journey,6hhcbT85gbBZ77uPywTTVC,Journey,{'6KFZkWNWVsyKlhtFYbbfDp': 'Drishti Beats'},216722,22
0bBXcheeE26JOVk9tATKbf,Forever Young,43PdnYQv60FITyXrTSDRAp,The Call,{'68nJ4J8L6X6HZNTuZ9e7yT': 'SACRE'},264030,9
4wSmqFg31t6LsQWtzYAJob,Genesis,4GGazqHvuKwxBjWLFaJkDL,Justice,{'1gR0gsQYfi6joyO1dlp76N': 'Justice'},234960,59
76lifCBvILWMhqQBzf9QhO,Colour Me - Autograf Remix,3x0jW8YEb6t2S5daX6CNNK,Colour Me (Autograf Remix),"{'3mDo5Nv0SWpslJe9HzA2xY': 'Juke Ross', '0FVj4JuzTyudaXAwfqDQ20': 'Autograf'}",228933,38
50EsWUxLBSS4nQnTuagVjF,So Special,0mfj2MrZptbPw7K5Wo4ikY,About U,{'6xdRb2GypJ7DqnWAI2mHGn': 'MUNA'},237013,38
09eSdS5RTgyodJt3krr5AC,Answer,0NQ6Dn9si4mgFKoRoBGkn8,Three,{'1l9d7B8W0IHy3LqWsxP2SH': 'Phantogram'},231600,55
1OCrb7dmygmJiDcjdFAPR8,Heights,59IswWk54vUt2dT0tvSzPJ,Heights,{'7C3Cbtr2PkH2l4tOGhtCsk': 'Shallou'},174607,46
6nVKC0GCQrf9MQSJgYiaEr,Crying On The Bathroom Floor,0mfj2MrZptbPw7K5Wo4ikY,About U,{'6xdRb2GypJ7DqnWAI2mHGn': 'MUNA'},255506,40
3mScGCzxiXA9OaHdBeuk7O,Crossing Field,3KA6n1pEMBKGScVAramFmT,LANDSPACE,{'0blbVefuxOGltDBa00dspv': 'LiSA'},248946,70
0Fcmk5Nk9KntvcLoV9N2aS,Wild Candy,6xdrHfpErhaN39gxcMfkZC,"LOVER""S""MiLE",{'0blbVefuxOGltDBa00dspv': 'LiSA'},235386,19
6ylRKDPOe41x4Gi8c00ulP,Oath Sign,6xdrHfpErhaN39gxcMfkZC,"LOVER""S""MiLE",{'0blbVefuxOGltDBa00dspv': 'LiSA'},250800,53
3PdFzNNYpFUSxjtyCp3igD,"LOVER""S""MiLE",6xdrHfpErhaN39gxcMfkZC,"LOVER""S""MiLE",{'0blbVefuxOGltDBa00dspv': 'LiSA'},256200,18
27AljPd43CqSWA6WptHyIn,Heavenly Blue,1zPSNG0ebkMUzMMqlQbUjh,The Best Blue,{'2otsTXVV2ZWZ8T5LPzsBhy': 'Kalafina'},320880,45
7HKkIZzHUhBXX7SWKUXmod,I Hold Still (feat. Slushii),1oZT4zowbpZJKr6ROfvve8,I Hold Still (feat. Slushii),"{'5ttgIeUVka6FLyi00Uu5h8': 'Jauz', '5lCekoJW9jNq01B1wiqdAb': 'Crankdat', '41rVuRHYAiH7ltBTHVR9We': 'Slushii'}",280615,29
49mrGrTON4QYZri9gEHSFl,Superstar,2ZklcEqT1pZUX0hTNFNVOa,Superstar,"{'0lLY20XpZ9yDobkbHI7u1y': 'Pegboard Nerds', '76M2Ekj8bG8W7X2nbx2CpF': 'NGHTMRE', '0Cd6nHYwecCNM1sVEXKlYr': 'Krewella'}",204800,44
65D1dAuRSz4fU9fLgqTNtY,Bone,4Be3C983cqGA2VkC2gWses,Bone,{'2j551jqYq2HQH3R63vtSQi': 'So Below'},252903,35
3JyM4DjtqJKSVk205G6nUb,I Wonder How It'll End,32FCH3uM79z243v5HkD9Bi,I Wonder How It'll End,{'1StpDeeRA4A5BC00GAP8Ka': 'Stratus'},236800,32
46lLiBSew5RmxoedLvuukY,Recognize (Stratus Remix) [feat. Ashe],4K1PGfP3uZA3aS5GhtADLG,The Recognize Remixes (feat. Ashe),"{'1StpDeeRA4A5BC00GAP8Ka': 'Stratus', '2KPQ6PYAZapLEwMmkzbQxC': 'Win and Woo', '5aZmhbeMXWEMss9tprziPU': 'Ashe'}",289600,24
3cbtYCxg36GOUnnVvpaXHj,Don't Look,729o1wnXLcfKBDiL1vHoIg,Don't Look,{'0bI3VA9gVcpoOzrklKgG7V': 'BLU J'},220826,33
4XhzxuE7Fi7FX2OBvfFINx,The Grip - Ramzoid Remix,6Req8MSIasbJ363zjCR6Eu,The Grip (Ramzoid Remix),"{'1jVkdbuMKszbnubrioJxGr': 'CRNKN', '2Gavfj8uclbMYNMgloysS9': 'Sara Kendall'}",211265,21
3JhV0UP3Qg1zjwazfhnFOa,Set Me Free,49l2lGQ6WMpoVeWIxvOoa4,Set Me Free,{'5IBaWC4oHRu3NBJkWdVWNC': 'Toy Box'},280000,21
3nHuuKZ0fukl5DoZ6dEs1p,All of Us (R!Ot Remix) [feat. ANIMA!],6XT8m1PdisH0RckJzjpiWy,All of Us (Remixes) [feat. ANIMA!],"{'1bpzpALZwOoKXzwMg2i8WB': 'Dirty South', '3xbmS6qcRWTyILBoaqAPT4': 'ANIMA!'}",278149,32
5DWaEpFT3vqOrr3fTaOhA6,Broken Sleep,0P2Iytq5GXsK45X8yfwsfZ,Broken Sleep,{'1nhSLEYdoBHG6cJ8NDwoF1': 'Fickle Friends'},171964,25
63UHxn5qPd8j6mcvazgc7y,Matter - Blu J Remix,24REgQ0rKznVihJAPMfRFy,Matter (Blu J Remix),"{'2D03NzGIqn32zlCG1DViBu': 'Shallows', '0bI3VA9gVcpoOzrklKgG7V': 'BLU J'}",250908,35
6SbJDuS8tak5VlTZPMK4kM,Matches - Mr FijiWiji Remix,68tjC8Aq5oE0hJk5bxL807,Matches (The Remixes),"{'7xYcJfhrRx9Iv8smhoEibc': 'Ephixa', '0FvgCHaMG7KL6M83yJuhmL': 'Stephen Walking', '635Ty89ihpkpWMkLQ7dlsp': 'Aaron Richards', '2uEo8Rajpdz1AqineCVLHq': 'Mr FijiWiji'}",307038,26
41xeo9A2w0dWedBIRoPWQI,The Wave,6tbzSO8UHnbvsPFG449fb2,Elohim (Deluxe Edition),{'6wKxOKEA3K6R2UZ3COLXEY': 'Elohim'},190250,37
7rQKhQshQanggYbFl8rHgw,Surreal (feat. Abby Sevcik) (Stratus Remix),48okBxK5X1m5oyjLfGXIMD,Surreal (feat. Abby Sevcik) (Stratus Remix),"{'4bGN5XDSLCLYd01uQqR3JA': 'Mielo', '1StpDeeRA4A5BC00GAP8Ka': 'Stratus', '4igVDi5Hs53eoAOGEAKEzQ': 'Abby Sevcik'}",337000,25
2QIz8myJL3aoZISC9r8Rai,New Earth,78VErlo0rhvWXo8gK5fooA,New Earth,{'2Ce4SPHPek1LJsgHszu9KL': 'Cloudsz'},214285,20
5GmhrrcziQz36B3R4AyJYE,Freesol,6eCcHcXmVsvDuhPpCx93rd,Where I Won't Be Found,"{'6fcTRFpz0yH79qSKfof7lp': 'Seven Lions', '1sY8XHjk6WoA2B5YIGV1S2': 'Skyler Stonestreet'}",210884,54
6bBAntbHP2JaLFpyeR3b46,Vitality,2Vx9FC6Um8i6kEtY7HNswB,Hi This Is Flume (Mixtape),{'6nxWCVXbOlEVRexSbLsTer': 'Flume'},99033,44
5OnchRw2yAuIAwp2RYLCBa,Girl Front,6J6hcDzG79Uh0xob2e5J29,Max & Match,{'5KPaeBm0fVfCSZLydp9jdy': 'LOOΠΔ / ODD EYE CIRCLE'},196733,55
1sIKkwYIffUw0vLU8RsWIR,"雪の華 / JISOO - LIVE BLACKPINK ARENA TOUR 2018 ""SPECIAL FINAL IN KYOCERA DOME OSAKA""",1dH4B2bWb5Ys7aszi9KWHA,"BLACKPINK ARENA TOUR 2018 ""SPECIAL FINAL IN KYOCERA DOME OSAKA""",{'41MozSoPIsD1dJM0CLPjZF': 'BLACKPINK'},339200,49
7Iv6YcXoLNhTPYhHqtyNUy,"LET IT BE〜 YOU&I〜 ONLY LOOK AT ME / ROSÉ - BLACKPINK ARENA TOUR 2018 ""SPECIAL FINAL IN KYOCERA DOME OSAKA""",1dH4B2bWb5Ys7aszi9KWHA,"BLACKPINK ARENA TOUR 2018 ""SPECIAL FINAL IN KYOCERA DOME OSAKA""",{'41MozSoPIsD1dJM0CLPjZF': 'BLACKPINK'},296033,56
6ZRuF2n1CQxyxxAAWsKJOy,Nights Like This (feat. Ty Dolla $ign),73ZvpuYhKDr2FW4vlPsTpW,While We Wait,"{'0cGUm45nv7Z6M6qdXYQGTX': 'Kehlani', '7c0XG5cIJTrrAgEC3ULPiq': 'Ty Dolla $ign'}",201787,78
0kD586ste6xyDRqUYhVlCh,Savage (feat. Flux Pavilion & MAX),1MWHKCowe1fS0A3LfRpEdK,Savage (feat. Flux Pavilion & MAX),"{'0vqJkZ0RpLZixt3lTmD8vP': 'Whethan', '7muzHifhMdnfN1xncRLOqk': 'Flux Pavilion', '1bqxdqvUtPWZri43cKHac8': 'MAX'}",205333,63
5lmTAFunlGMTIEvN4ZIaYN,Lost,3b4guF43X3i2PNN63tJOCw,The Future And The Past,{'0EmUT6i9rTu9ZHy1Tl1iuX': 'Natalie Prass'},190506,22
6d3e80za42D1MkSGRgIX1o,Right Direction,4pj0BkJ7u39i009oqe8V79,Primal Heart,{'6hk7Yq1DU9QcCCrz9uc0Ti': 'Kimbra'},285920,29
1VtLDbl9nrcRMvbTh1fXdC,Feel Good,2VrMTSROIcx2744uDZBkiz,Feel Good,{'1coHxhBPteDGeU23Kf1E98': 'Crvvcks'},304400,14
6vjWim6xU6tPjA42GxSp1U,Something About You - ODESZA Remix,0WJIPz25jMYUpLMTM37eA6,Something About You (The Remixes),"{'4csQIMQm6vI2A2SCVDuM2z': 'Hayden James', '21mKp7DqtSNHhCAU2ugvUw': 'ODESZA'}",343800,63
09IStsImFySgyp0pIQdqAc,The Middle,7nEiwcUSwycvC77kZ9ub7c,The Middle,"{'2qxJFvFYMEDqd7ui6kSAcq': 'Zedd', '6WY7D3jk8zTrHtmkqqo5GI': 'Maren Morris', '4lDBihdpMlOalxy1jkUbPl': 'Grey'}",184732,82
2lnXzRnyqRMVCm8RIB8I9E,The Buzz (feat. Mataya & Hodgy Beats) - Alison Wonderland Remix,1e67OKCVtwjrZ5SdGG8Y6D,The Buzz Remixes,"{'3fmMaLC5jjf2N4EC2kTx0u': 'Hermitude', '4sXi6Uq6IzBaLfFi8wlb3I': 'Hodgy', '6JW55AQgf9M9SZgzZou2NQ': 'Mataya', '11gWrKZMBsGQWmobv3oNfW': 'Alison Wonderland'}",225720,34
4nLCmAEn9RAeJlhaOQ5RJ9,Have It All,2KNznzqSZr1PDPfEuktDWC,Glass Mansion,"{'3fjs4zbBFxEFFe8Wyojo0G': 'Elephante', '3RTklnRcfHgkQJwFpgOq3t': 'Nevve'}",238846,45
7HEKWQblpKx5JOjqDbcWoA,Temple - Lenno Remix,4VqHgxrKHDELhNLRSqiZtu,Temple (Lenno Remix),{'48sLioddyaXkuhyHXSkpsB': 'Parson James'},213481,28
4GGpLDI1Eso8oHOflKJJKt,Epsilon,6C0AIXj6T4BGoEck0U59br,EP02,{'4ODo634wVqDxqgVSlXE2LO': 'HWLS'},276811,16
4RDBBKJRu4c11BnGsA89Bh,Renaissance (feat. Clairity) - kid Remix,6HMAbcQCugbEJ6ZVxMDVgX,Renaissance (feat. Clairity) [Remixes],"{'2rYFy6vVM1YiECVIAHaJBY': 'Steve James', '0OAusXEginMnUycfJiuxrt': 'Clairity', '1OSXq97t0MA1MwnLC1ciSz': 'Kid'}",232020,23
2fdqK0cj1pCTffiak9KYCS,Reality,6SD0mmotA0HZTOx7UOEw3s,Reality,{'7CKlr7WAslk7jnMBbWUqXq': 'Uth Fruit'},188689,8
48jKLs2qqEXKsQTmYHE0JD,Lifetimes,2P63KJNeC3DwaLpw8KHYqE,Ultralife,{'5cIc3SBFuBLVxJz58W2tU9': 'Oh Wonder'},232493,49
16w8ZGVSjI4TlTLV8VimBY,Castle,5OZJflQcQCdZLQjtUudCin,BADLANDS (Deluxe),{'26VFTg2z8YR0cCuwLzESi2': 'Halsey'},277623,67
3Lh1bqNMjcZqaTyKk0ppCY,What You Want - Røse Remix,1xWHxRz2mYpsCavJBI2eeD,What You Want,"{'2YuGcy0A3VKg9jRbadzoJL': 'POOLCLVB', '5huqNQIKJ3EOW8G2lbjiyr': 'Røse'}",213600,32
5mLcaGVV89H58FWJ677E6K,Worry,5NvSqYFMTXEkp2jAc3tFYR,Phase (Deluxe),{'1Zp054Jc86WVKCxKEqZGOA': 'Jack Garratt'},242560,56
4gBIp9KkbKuASicfhzgxa5,Look Alive,5USmk9NOitYsZiOXSTs7di,II,{'68YEuUACUt0ePeT9pj4Pad': 'Specifics'},214680,13
3wqPinf9whHeT7y9EApaPM,Wanna Be Missed,2oRkkW6ZudviRBd6mx4CfL,Expectations,{'3LjhVl7GzYsza1biQjTpaN': 'Hayley Kiyoko'},195773,52
6sgFUgpAkIgWxz9iA11hRM,In My Head - Joe Masons Remix,517n2t1OtpVMSSd9IBwYQ8,In My Head (Joe Mason Remix),"{'2rYFy6vVM1YiECVIAHaJBY': 'Steve James', '4QDvXnbmw1znkqkK1119Fc': 'RKCB', '1kvPwRRVHcVdA8YY7RHmoz': 'Joe Mason'}",227368,37
2v7EYRJaqHg29z1jnx59yI,Hope (feat. Naomi Wild),0KANq4EsBRLgSVLBC9YNxU,Hope (feat. Naomi Wild),"{'3pfQKkyELe3zxBQDgQP6Py': 'Tim Legend', '5EBlHXi71tDXnFtroEh7Rg': 'Naomi Wild'}",173931,33
6NtUscGLA4d9U8IDtwFDUA,Heart Attack - Snakehips Remix,4rFBAEo59lclteWiHc1DAo,Heart Attack (Remixes),"{'1lc8mnyGrCLtPhCoWjRxjM': 'Flight Facilities', '3it7AeHVfXdby9tbwEwE3f': 'Owl Eyes'}",198581,38
2QCRwmXF9zqMrg6qkw22Y4,"All of Me (feat. Logic, ROZES) - Naderi Remix",6punqpyqDTjScawBMFRwuY,Brighter Future (Deluxe Version),"{'7o7mC95EDbJKTcPAAs8C3r': 'Big Gigantic', '6AuUD6XK7azpz23KJCbExL': 'Naderi', '4xRYI6VqpkE3UwrDrAZL8L': 'Logic', '6jsjhAEteAlY0vCiLvMLBA': 'ROZES'}",239095,31
6FsE5dDerdwQxxC9fsjL8A,Let Me Love You (feat. CADE),5LBXCFL81cTJn85RugjIvI,Let Me Love You (feat. CADE),"{'1wdU1J2NHzcDYarT7jEU2A': 'Dastic', '0CEK8AzyeD5ZUdUloB6yQV': 'CADE'}",203723,37
2xUvfzTPwPPMz6oifXCtUg,This Song Scares People,6PlpFIqZENnbLoDD8JaCV3,This Song Scares People,{'2Sa4c9qKaI7ILJs8D6gUCh': 'Ghastly'},123200,35
5SOA0gaKMMp9cgwn3nuwk7,Solitude - Felsmann + Tiley Reinterpretation,7mCzA6gqtv4ZtfInpJXm52,Solitude (Felsmann + Tiley Reinterpretation),{'63MQldklfxkjYDoUE4Tppz': 'M83'},222354,51
3Phjn4zJ34ZiEVUngyccY5,Beautiful Wreck,52c2O1mvqnfAVjX9QNC5yd,Forever Neverland,{'0bdfiayQAKewqEvaU6rXCv': 'MØ'},229445,51
3n6in33x11Artd5ZnteCsG,Embrace,5QyUeIHvdbk6XEZZPVAF67,Embrace,"{'4eZebkMFU3xelF8mbZYXyl': 'Goldroom', '5aSJ7lyKNRh4luVJU9gT6p': 'Ariela Jacobs'}",274797,43
5yFZp45S2FHiSFa6dGqm4y,Quirk,6Tto9pCgT6zC8gNktupelD,Skin Companion EP I,{'6nxWCVXbOlEVRexSbLsTer': 'Flume'},216064,37
0bBgXH6mybXjdngxKF5zBE,Piece Of Mind,4B4in9QlrlYWSHlYSRebdC,SweetSexySavage (Deluxe),{'0cGUm45nv7Z6M6qdXYQGTX': 'Kehlani'},225079,55
28thnsUFHkYkeq6vc6zhH5,Gone - Paperwhite Remix,5KUPoVFAEryyF5s3uigexm,Gone (Paperwhite Remix),"{'4rNzwpjkFq8A7SeCMKBkEV': 'Monogem', '2JSBQeazRlk0kVp2gelwbZ': 'Paperwhite'}",211073,12
5ffwgrvw4tVlhFcI8efviN,Doubt (Summer Edit),5Iz89vLs781T7u1xOgIPSZ,Doubt (Summer Edit),{'7C3Cbtr2PkH2l4tOGhtCsk': 'Shallou'},226857,50
745NLlN798Uh1CC5qvFhOU,Watercolor,0WodutLKM57Gn46LVJvdck,This Is for You,{'4n9KeaJeVwx1408RaOsUgL': 'UTAH'},221704,24
0C2TcipR9L15Hy6kkINmu1,Heaven/Hell,7EchhykwUf4ACDDABEDa7o,Love Is Dead,{'3CjlHNtplJyTf9npxaPl5w': 'CHVRCHES'},305945,43
0PI6q1rpdfJZy0LeAEE6KC,Take It Off - Billboard Radio Mix,4OcwiwMiAXhAbe4AlHjSvN,I Am The Dance Commander + I Command You To Dance: The Remix Album,"{'6LqNN22kT3074XbTVUrhzX': 'Kesha', '2jOc7CNSpMkVA9TmbiRUzN': 'Billboard'}",218426,52
5LKXxwgll43fxe1lPF7sze,If You Let Me,2WTbzsNwxQ53kvZAdPBozx,If You Let Me,"{'6tUJpYN2aYiXbzAcg0pIOo': 'Sinead Harnett', '5xtS6AoBUHhaAhxC1JN3PY': 'GRADES'}",232878,60
2slPSwOa6A605bhQkrcSdi,No One - Recorded At Spotify Studios NYC,6bcZYFHfdRSeiHxYlKGUOa,Spotify Singles,{'6VDdCwrBM4qQaGxoAyxyJC': 'Cold War Kids'},240522,40
6hocwo3no8Ht49AGoAM5FH,Day 6,6cf47PpQOInSk5MWl215Gl,7 Day,"{'2tW7TitNzNibILuWCEhBLS': 'JNTHN STEIN', '1XwAo9UCt90soyw5V7U6LV': 'Alexander Lewis'}",130666,6
0rR4E4UdzHg0E0ySbbHhUW,Zeal,24XF23yXFFiF3rsAAWS9Lb,Revelations EP,{'1KpCi9BOfviCVhmpI4G2sY': 'Tchami'},186666,51
0gulDmyHbop8iO3mrTVVeu,Always Wanted You (feat. Kimbra),0kZn0X2WbFF9dKu3CepfD9,Always Wanted You (feat. Kimbra),"{'04fmPLmzpRLUoTCmxWN0lj': 'Aryay', '6hk7Yq1DU9QcCCrz9uc0Ti': 'Kimbra'}",190256,28
7fJozqj7NMdvo0zkcXDbgg,Area,4zjCTYD01AXESnkK41Du3p,Area,{'7xS4HWHJv4AKkOhzehHjSs': 'MagnusTheMagnus'},178869,50
